timestamp,open,high,low,close,volume
2017-10-31 00:00:00,6127.9,6140.0,6126.0,6126.0,141.79003518
2017-10-31 00:15:00,6126.0,6139.4,6121.6,6132.1,67.77817133
2017-10-31 00:30:00,6132.9,6170.1,6132.0,6157.3,458.01091803
2017-10-31 00:45:00,6157.1,6157.4,6127.0,6130.8,377.99270997
2017-10-31 01:00:00,6127.6,6138.9,6124.0,6133.1,138.60237075
2017-10-31 01:15:00,6132.1,6139.9,6130.0,6139.9,59.73464437
2017-10-31 01:30:00,6139.9,6157.4,6138.3,6155.5,75.22808131
2017-10-31 01:45:00,6155.5,6155.5,6130.1,6140.3,72.34286173
2017-10-31 02:00:00,6141.4,6147.9,6129.5,6141.9,72.13133811
2017-10-31 02:15:00,6141.9,6144.5,6133.6,6135.2,195.16993395
2017-10-31 02:30:00,6135.2,6135.3,6120.9,6120.9,102.08941509
2017-10-31 02:45:00,6121.0,6135.0,6120.1,6125.9,117.54164514
2017-10-31 03:00:00,6125.2,6140.0,6125.1,6139.8,108.57175739
2017-10-31 03:15:00,6139.8,6140.0,6120.0,6125.0,111.08848139
2017-10-31 03:30:00,6125.0,6135.9,6124.5,6134.7,71.35704395
2017-10-31 03:45:00,6134.7,6135.4,6127.1,6132.2,46.45485828
2017-10-31 04:00:00,6132.2,6149.9,6127.0,6143.5,114.6247008
2017-10-31 04:15:00,6144.1,6155.0,6137.6,6148.9,145.25221478
2017-10-31 04:30:00,6148.9,6153.5,6138.5,6146.8,50.34518408
2017-10-31 04:45:00,6148.0,6152.7,6142.9,6147.6,59.02148673
2017-10-31 05:00:00,6147.5,6175.9,6147.5,6173.6,237.2285326
2017-10-31 05:15:00,6173.6,6173.6,6164.5,6170.0,135.29863543
2017-10-31 05:30:00,6169.9,6171.0,6151.1,6163.0,184.71726915
2017-10-31 05:45:00,6162.7,6169.0,6156.0,6161.2,95.27311285
2017-10-31 06:00:00,6161.2,6165.7,6155.3,6158.1,70.90116324
2017-10-31 06:15:00,6157.4,6157.4,6130.0,6148.0,229.37256745
2017-10-31 06:30:00,6147.1,6151.4,6145.4,6151.4,48.04256032
2017-10-31 06:45:00,6152.8,6153.0,6100.0,6106.8,336.94563997
2017-10-31 07:00:00,6107.3,6120.0,6100.0,6117.9,166.43389173
2017-10-31 07:15:00,6118.0,6118.0,6100.0,6108.5,127.34273204
2017-10-31 07:30:00,6108.5,6110.0,6082.5,6100.8,225.06904361
2017-10-31 07:45:00,6101.2,6101.3,6082.5,6094.9,190.82001261
2017-10-31 08:00:00,6094.9,6103.3,6090.2,6097.4,230.01375871
2017-10-31 08:15:00,6098.0,6126.3,6095.1,6121.5,176.84897918
2017-10-31 08:30:00,6121.1,6136.2,6117.0,6130.8,156.88540016
2017-10-31 08:45:00,6134.3,6138.1,6115.1,6126.9,109.42603673
2017-10-31 09:00:00,6127.0,6139.5,6127.0,6129.7,138.50675362
2017-10-31 09:15:00,6129.6,6133.7,6127.8,6128.8,74.83962928
2017-10-31 09:30:00,6128.8,6140.0,6128.8,6139.3,49.13574288
