time,open,high,low,close,volume
2018-01-17T06:45:00Z,11206,11223,10931.85537029,10945,-179.42766849999953
2018-01-17T07:00:00Z,10945,11117,10945,11061,103.01896158999975
2018-01-17T07:15:00Z,11062,11095,10850,10931,-188.57038011999933
2018-01-17T07:30:00Z,10929,10962,10767,10874,-108.48668107000023
2018-01-17T07:45:00Z,10878,10934,10841,10877.01340786,148.64748829000035
2018-01-17T08:00:00Z,10877.01340786,10889,10460,10470,-267.3076463899999
2018-01-17T08:15:00Z,10472,10588,10339,10505,384.9281083400002
2018-01-17T08:30:00Z,10524,10813,10488.24371795,10697,188.93823075000034
2018-01-17T08:45:00Z,10697,10701,10529,10664,53.372397099999766
2018-01-17T09:00:00Z,10664,10686,10351,10447,-6.914702210000237
2018-01-17T09:15:00Z,10451,10638,10442,10586,42.54933756000007
2018-01-17T09:30:00Z,10587,10587,10333,10384,-62.51209060000038
2018-01-17T09:45:00Z,10383,10384,10110,10287,-358.04337402999977
2018-01-17T10:00:00Z,10287,10364.07505653,10022,10178.75271093,-263.5141760200003
2018-01-17T10:15:00Z,10157,10268,9786.3,9968,-799.8918965799971
2018-01-17T10:30:00Z,9947.6,10143,9920,10059,43.37412350000033
2018-01-17T10:45:00Z,10058,10064,9750,9769.8,-397.7514745299994
2018-01-17T11:00:00Z,9769.8,10380,9751,10266,331.67495491999875
2018-01-17T11:15:00Z,10266,10400,9987.2,10159,-593.9948795099954
2018-01-17T11:30:00Z,10159,10277,9808,9904.6,-602.7538457399999
2018-01-17T11:45:00Z,9902,10021,9633,9898,-463.215359329999
2018-01-17T12:00:00Z,9895.8,10141,9761,10121,78.0470433699998
2018-01-17T12:15:00Z,10121,10289,10010,10250,28.262952779999978
2018-01-17T12:30:00Z,10250,10479,10250,10305,25.805538570000373
2018-01-17T12:45:00Z,10304,10432,10083,10139,-149.83188476999933
2018-01-17T13:00:00Z,10148,10279,10033,10241,6.631061900000194
2018-01-17T13:15:00Z,10241,10274,10085,10106,-184.58283929000032
2018-01-17T13:30:00Z,10106.27582881,10162,9816,9929,-296.1629145500005
2018-01-17T13:45:00Z,9925.7,10087.99804449,9837,9843,-130.7547016300003
2018-01-17T14:00:00Z,9840,9987,9666.6,9849.8,-230.06004913999962
2018-01-17T14:15:00Z,9842.2,9855.78098264,9542,9542,-493.18351482000025
2018-01-17T14:30:00Z,9542,9749.9,9400,9685.6,-578.978862539998
2018-01-17T14:45:00Z,9685.6,9723.5,9362,9377.1,-341.4381070699994
2018-01-17T15:00:00Z,9377.2,9771.28587187,9373,9556.5,-173.8807327999996
2018-01-17T15:15:00Z,9556.6,9598,9302,9309.3,-709.8285427399967
2018-01-17T15:30:00Z,9308.3,9794.9,9231.1,9600,-1009.5756528100063
2018-01-17T15:45:00Z,9600,9769.9,9461,9511,-487.5174862499974
2018-01-17T16:00:00Z,9511,9960,9493,9895.1,-8.561801919999578
2018-01-17T16:15:00Z,9893.5,10141,9713.3990038,9986.3,-27.47190543000025
2018-01-17T16:30:00Z,9986.4,10195,9831,10170,194.18361381000017
2018-01-17T16:45:00Z,10171,10350,10026,10323,-209.77514354000004
2018-01-17T17:00:00Z,10323,10355,10146,10336,-136.64851894999885
2018-01-17T17:15:00Z,10336,10410,10013,10062,-147.68880003999803
2018-01-17T17:30:00Z,10062,10106,9851,9933.2,-174.46520954999997
2018-01-17T17:45:00Z,9934,10150,9933.2,10048,24.577602429999878
2018-01-17T18:00:00Z,10034,10050.18972672,9869.4,9871.8,-172.48558806000028
2018-01-17T18:15:00Z,9870.3,9882,9763,9793,31.32602171999987
2018-01-17T18:30:00Z,9796,9970.9,9774,9893.1,12.150451379999708
2018-01-17T18:45:00Z,9887.2,9909,9771,9790.1,-118.6156090000004
2018-01-17T19:00:00Z,9790,10150,9788,10100,405.39397178999985
2018-01-17T19:15:00Z,10103,10120,9952.16579253,9990.9,63.844124429999745
2018-01-17T19:30:00Z,9990,10285,9983,10284.72275058,194.66198102000018
2018-01-17T19:45:00Z,10284.72275058,10643,10284.72275058,10483,158.72795290999937
2018-01-17T20:00:00Z,10480,10732.74797003,10351,10648.34409381,56.85138825000066
2018-01-17T20:15:00Z,10651,10900,10618,10704,101.0346104199996
2018-01-17T20:30:00Z,10704,10770,10550,10760,94.15568598999982
2018-01-17T20:45:00Z,10760,10983,10759,10890,273.9313485299997
2018-01-17T21:00:00Z,10890,10897,10675,10752,-144.79587028999987
2018-01-17T21:15:00Z,10754,10888,10635,10888,33.6833903699999
2018-01-17T21:30:00Z,10889,11234,10889,11130,533.2413982100039
2018-01-17T21:45:00Z,11130,11363,11050,11340,215.05089164999976
2018-01-17T22:00:00Z,11340,11450,11252,11372,-140.22095662999973
