time,open,high,low,close,volume
2018-01-27T14:00:00Z,11050,11051,10920,11026,-120.70197950000133
2018-01-27T15:00:00Z,11024,11534,11015,11512,1475.1357103800156
2018-01-27T16:00:00Z,11512,11588,11390,11569.86167875,560.4341015199998
2018-01-27T17:00:00Z,11570,11575,11408,11457,101.71193779999992
2018-01-27T18:00:00Z,11456,11503.98257809,11414,11461,-24.020912390000014
2018-01-27T19:00:00Z,11461,11547,11437,11517,84.06757963999995
2018-01-27T20:00:00Z,11518,11689,11496,11537,110.24968800999976
2018-01-27T21:00:00Z,11537,11622,11453,11566,-63.215584599999964
2018-01-27T22:00:00Z,11566.87847419,11622,11413,11515,-37.749465589999765
2018-01-27T23:00:00Z,11511,11525,11354,11458,27.247258940000055
2018-01-28T00:00:00Z,11458,11632,11458,11541,18.52890784000007
2018-01-28T01:00:00Z,11541,11582,11425,11499,-71.0135854900008
2018-01-28T02:00:00Z,11499,11549,11390,11479,-92.82802155999967
2018-01-28T03:00:00Z,11479,11588.50670724,11477,11525,36.80914446999995
2018-01-28T04:00:00Z,11526,11900,11526,11831,961.5705226599982
2018-01-28T05:00:00Z,11828,12081,11828,11893,560.5478313499966
2018-01-28T06:00:00Z,11895,12190,11860,12140,480.79232469000027
2018-01-28T07:00:00Z,12144,12155,11930,11946,-267.6510064999994
2018-01-28T08:00:00Z,11946,12035,11940,11956,47.235363900000024
2018-01-28T09:00:00Z,11956,11956,11803,11928,-15.298745439998866
2018-01-28T10:00:00Z,11929,11970,11810,11880,51.76915694999997
2018-01-28T11:00:00Z,11880,11981,11840,11974,357.08329056999986
2018-01-28T12:00:00Z,11977,12050,11700,11746,-749.6587729600006
2018-01-28T13:00:00Z,11745,11834,11664,11820,-46.082674239999896
2018-01-28T14:00:00Z,11821,11846,11681,11762,-246.46952671000062
2018-01-28T15:00:00Z,11761,11899.25718206,11740,11751,45.37950621000045
2018-01-28T16:00:00Z,11750,11844,11716,11835,21.87544874999994
