timestamp,open,high,low,close,volume
2017-12-01 00:00:00,9907.0,10011.0,9883.1,9992.5,657.71599061
2017-12-01 00:15:00,9982.42526186,10015.0,9932.0,10000.0,670.84700613
2017-12-01 00:30:00,9999.1,10057.0,9950.1,9953.0,996.59149307
2017-12-01 00:45:00,9953.1,9953.1,9770.0,9824.1,1621.38885337
2017-12-01 01:00:00,9823.0,9833.77081636,9666.5,9780.4,981.27362162
2017-12-01 01:15:00,9780.3,9834.1,9626.5,9651.6,835.52232536
2017-12-01 01:30:00,9651.1,9761.8,9610.0,9709.8,665.59224793
2017-12-01 01:45:00,9707.1,9784.9,9665.0,9733.5,478.67258639
2017-12-01 02:00:00,9740.7,9744.2,9621.0,9676.6,499.75298311
2017-12-01 02:15:00,9676.1,9709.0,9520.0,9598.0,1287.29323271
2017-12-01 02:30:00,9595.1,9699.0,9533.1,9667.0,717.6347382
2017-12-01 02:45:00,9667.0,9790.2,9652.9,9765.9,516.63931623
2017-12-01 03:00:00,9762.6,9775.9,9666.0,9689.6,270.88221766
2017-12-01 03:15:00,9690.0,9698.1,9582.0,9631.4,625.9006124
2017-12-01 03:30:00,9632.5,9699.0,9611.6,9665.9,357.21663536
2017-12-01 03:45:00,9665.9,9761.0,9649.0,9652.3,350.1523631
2017-12-01 04:00:00,9656.0,9748.0,9605.9,9718.8,377.37458085
2017-12-01 04:15:00,9714.0,9899.0,9714.0,9865.1,910.96904485
2017-12-01 04:30:00,9865.4,9881.4,9749.0,9781.4,385.11675246
2017-12-01 04:45:00,9774.4,9848.98086354,9767.1,9832.1,231.81325684
2017-12-01 05:00:00,9832.2,9836.8,9744.0,9766.3,240.670138
2017-12-01 05:15:00,9766.5,9771.9,9641.0,9641.1,449.10911376
2017-12-01 05:30:00,9641.1,9691.1,9523.0,9619.8,1075.21778079
2017-12-01 05:45:00,9619.9,9619.9,9527.0,9568.3,476.81677512
2017-12-01 06:00:00,9568.3,9660.0,9540.0,9584.1,403.74117034
2017-12-01 06:15:00,9584.0,9650.0,9546.0,9609.9,309.31960355
2017-12-01 06:30:00,9609.9,9660.0,9522.2,9556.7,417.80131616
2017-12-01 06:45:00,9556.7,9560.9,9421.0,9421.0,908.88118264
2017-12-01 07:00:00,9421.1,9478.0,9370.1,9446.9,1223.50198405
2017-12-01 07:15:00,9446.9,9491.9,9430.0,9436.4,392.82226762
2017-12-01 07:30:00,9436.5,9578.0,9436.5,9538.00669579,486.3967989
2017-12-01 07:45:00,9533.61004153,9537.0,9479.0,9530.1,326.12546557
2017-12-01 08:00:00,9534.1,9639.7,9530.0,9589.2,696.45134014
2017-12-01 08:15:00,9595.6,9734.0,9581.8,9709.2,818.58410836
2017-12-01 08:30:00,9712.6,9748.0,9656.0,9660.9,685.15361429
2017-12-01 08:45:00,9661.0,9838.1,9653.1,9784.9,1241.93814214
2017-12-01 09:00:00,9785.0,9820.0,9737.7,9800.21190553,434.04113255
2017-12-01 09:15:00,9806.3,9875.0,9747.3,9858.1,701.8691023
2017-12-01 09:30:00,9859.90693765,9999.0,9855.0,9919.8,1664.67391545
2017-12-01 09:45:00,9925.4,10061.0,9920.3,10018.0,1781.78460207
2017-12-01 10:00:00,10020.0,10062.0,9834.57816904,9887.7,1215.42086033
2017-12-01 10:15:00,9879.8,9931.9,9831.0,9875.9,558.5020334
